sonda,resistente_exp,sensible_exp
1569348_at,2.910545684,2.952913176
1569349_at,6.110641789,6.127094518
1569351_at,3.293004777,3.38125398
1569352_at,2.669413323,2.814613778
1569353_at,4.996144097,4.823512812
1569354_at,3.333215177,3.166816041
1569355_at,2.976333103,3.012430875
1569361_a_at,3.828811803,3.91128566
1569362_at,4.243269851,4.312368069
1569365_a_at,4.854656257,4.856675447
1569366_a_at,4.807380416,4.905726684
1569368_at,4.093709671,4.092002364
1569369_at,2.937276359,2.948564765
1569371_at,2.834484024,2.753308133
1569372_at,2.580024558,2.653728977
1569374_at,3.303652302,3.187851108
1569375_at,2.080562476,2.057347794
1569376_s_at,2.950289205,2.84603443
1569377_at,3.726450141,3.404743085
1569378_at,3.344957544,3.420942181
1569380_a_at,4.819031917,4.714678759
1569383_s_at,3.792951041,3.952371133
1569385_s_at,3.946230441,4.155830617
1569386_at,3.326881619,3.356697281
1569387_at,3.24548378,3.161395843
1569391_at,2.406559441,2.437758652
1569392_at,3.370580359,3.420461487
1569393_at,3.603547873,3.554874819
1569396_at,5.477192131,5.503106325
1569399_at,2.792438934,2.826936788
1569401_at,3.341753052,3.360464196
1569402_at,4.477448437,4.636662913
1569403_at,2.306934158,2.344798289
1569405_at,2.38242368,2.447179983
1569406_at,2.267708447,2.337185611
1569407_at,2.621930507,2.62243812
1569408_at,2.555805033,2.728435703
1569409_x_at,6.585363681,6.63424778
1569410_at,2.422310357,2.491303194
1569411_at,2.959214601,2.481378907
1569415_at,6.181791354,6.1902295
1569416_at,5.011970775,5.096135242
1569417_at,2.931263284,2.930769618
1569418_at,2.596038949,2.678430857
1569419_at,3.666839514,3.698889562
1569421_at,4.528271324,4.552408584
1569422_at,3.115195578,3.112185242
1569426_at,4.415465998,4.498715518
1569428_at,4.061448366,4.114096019
1569430_at,3.429426888,3.59112619
1569431_at,3.842542327,4.036366409
1569433_at,2.299035383,2.31593109
1569434_at,3.765090025,3.91954284
1569436_at,2.817157562,2.854479805
1569439_at,2.907054475,2.658938937
1569443_s_at,3.084869565,3.254966591
1569444_at,4.338909562,4.271126931
1569445_at,3.215417031,3.21688518
1569446_x_at,3.934713781,4.044744062
1569448_at,5.108189191,5.251587716
1569449_a_at,3.030834364,2.966147273
1569450_at,4.137318811,3.768101732
1569452_at,3.617523087,3.779030424
1569453_a_at,3.296253937,3.285551703
1569454_a_at,2.656368284,2.672469894
1569459_a_at,2.829777791,2.959245921
1569461_at,4.077346924,4.057557555
1569462_x_at,3.289909517,3.469309701
1569464_at,4.573129699,4.440521635
1569465_at,3.650515269,3.674488062
1569466_at,3.129809477,3.230567964
1569468_at,2.112669401,2.117547175
1569469_a_at,2.116845657,2.194128229
1569470_a_at,5.049680352,5.047645571
1569472_s_at,4.043447345,3.265057797
1569473_s_at,5.641524935,5.709838561
1569474_at,3.107827085,3.111306696
1569476_at,2.730125002,2.700145903
1569477_at,6.341431285,6.757186836
1569478_s_at,6.065425711,5.835205509
1569479_at,2.822205251,2.825465384
1569481_s_at,4.12474074,4.278653964
1569482_at,4.38276205,4.288838985
1569484_s_at,6.971875686,6.789754097
1569486_at,2.434892617,2.440221823
1569487_at,4.601937005,4.70380614
1569490_at,2.221349055,2.346585347
1569491_at,2.494071008,2.379144392
1569492_at,3.250337387,3.454846741
1569494_at,2.110938337,2.17389173
1569495_at,3.378568749,3.379231313
1569496_s_at,4.387033819,4.45405341
1569499_at,4.724219069,4.826906066
1569500_at,3.443216225,3.485185083
1569501_at,5.215010962,5.167824052
1569502_s_at,4.634886405,4.858189483
1569503_at,3.19915025,3.150388682
1569504_at,2.343772272,2.326482444
1569508_at,2.518777606,2.550380787
1569510_at,3.669363954,3.810183313
1569512_at,2.996811069,3.123680459
1569515_a_at,5.11876397,5.0621037
1569516_at,3.392831561,3.253282968
1569517_at,3.880921646,3.968813284
1569518_at,3.302249972,3.325377046
1569519_at,5.008099462,4.968457563
1569520_at,5.11092328,4.987249833
1569521_s_at,5.749471275,5.575478785
1569522_at,6.868956225,6.948917514
1569523_a_at,3.470043191,3.493454448
1569525_s_at,2.571919355,2.648330843
1569527_at,5.487349194,5.510317626
1569528_at,2.271871616,2.282315543
1569532_a_at,4.596677527,4.652061424
1569536_at,4.763200886,4.746040779
1569537_at,3.730350848,3.746984527
1569538_at,3.322752713,3.343091378
1569539_at,3.193459668,2.819276372
1569540_at,4.786100229,4.505179995
1569542_at,2.964966554,2.926025387
1569543_at,2.110209055,2.127347315
1569544_at,2.305354583,2.343239815
1569545_at,2.256476102,2.237357755
1569551_at,2.330653692,2.328399723
1569552_at,2.356261231,2.31742414
1569554_at,2.39284482,2.328355036
1569555_at,3.434158196,3.408247501
1569557_at,4.760079165,4.754770284
1569558_at,2.726901006,2.779016525
1569560_at,2.422232216,2.426225865
1569561_at,3.30406591,3.307757961
1569564_at,3.133720108,3.103086545
1569566_at,2.662028191,2.592616797
1569568_at,2.194307959,2.215153969
1569569_x_at,2.606971627,2.678517616
1569570_at,2.635298296,2.585477018
1569571_at,2.390439113,2.448448437
1569573_at,2.45932621,2.510989808
1569577_x_at,2.197939108,2.214757366
1569578_at,4.965417362,5.03993321
1569579_at,4.435154626,4.577002731
1569580_a_at,3.002753572,3.009696771
1569582_at,2.313585064,2.52522494
1569583_at,6.959475206,6.04380776
1569585_at,2.655602494,2.758764246
1569587_at,2.247014722,2.172121807
1569588_x_at,2.714939665,2.77371845
1569590_at,3.871184087,3.860263565
1569591_at,2.026377658,2.021006326
1569592_a_at,1.973010736,2.020699298
1569594_a_at,8.387903955,8.515551434
1569596_at,2.575255288,2.503999077
1569597_at,3.523801139,3.606467281
1569599_at,3.183491397,2.971898155
1569600_at,2.61098088,2.745498788
1569601_at,4.984430607,4.926933725
1569602_at,2.952481862,3.077009497
1569603_at,3.21519752,3.233508426
1569604_at,5.775384653,5.80931489
1569607_s_at,6.631556406,5.992482504
1569608_x_at,4.635944682,4.346436736
1569609_at,2.306958503,2.318025922
1569610_at,2.243755059,2.243080529
1569611_a_at,2.322994978,2.315674124
1569614_s_at,3.395365489,3.544107063
1569615_at,4.027683937,4.09000118
1569616_at,3.429231524,3.444746228
1569617_at,2.53957092,2.66733872
1569620_s_at,2.835585908,2.97175393
1569624_at,2.986400075,3.097942926
1569629_x_at,4.224579147,4.366900551
1569630_a_at,2.432143807,2.537223813
1569631_at,4.18989563,4.051793627
1569634_at,5.344059769,5.408534396
1569637_at,3.620018011,3.706601649
1569638_at,2.541151759,2.467433025
1569640_s_at,4.663538248,4.772276896
1569641_at,5.316258784,5.575951681
1569642_at,7.561961572,7.788613831
1569644_at,3.311105922,3.360993293
1569646_a_at,2.592416516,2.612641901
1569647_at,2.919718812,2.951182953
1569648_at,4.523145468,4.514831319
1569652_at,9.786115844,9.518506813
1569656_at,2.528447986,2.472036425
1569659_at,2.625423295,2.612703848
1569660_at,3.394725592,3.559476002
1569661_at,2.104830762,2.142970529
1569663_at,2.106031668,2.098358516
1569664_at,2.357722077,2.290791726
1569665_at,3.087000797,3.075504363
1569666_s_at,3.364143368,3.31016107
1569668_at,2.965788513,2.994685963
1569669_at,2.19565571,2.205886418
1569670_at,2.969839887,3.132584602
1569672_at,2.810550376,2.8442468
1569673_at,2.676820024,2.770284904
1569674_at,2.589803723,2.530285185
1569675_at,2.397071495,2.433886011
1569676_at,5.97296848,6.33143228
1569677_a_at,2.527999627,2.556120538
1569679_at,5.76792733,5.787711798
1569680_at,3.750294832,3.770096132
1569681_at,3.090203124,3.087706711
1569683_at,4.159176724,4.22267392
1569685_at,3.831866305,3.743851556
1569688_at,2.714960497,2.661455242
1569689_s_at,2.970229891,3.10699209
1569690_at,2.890447461,2.932840716
1569693_at,2.559311628,2.538404027
1569696_at,4.171380274,4.290302323
1569698_s_at,2.397745631,2.531668316
1569699_at,2.905967067,2.931738001
1569700_s_at,4.530552806,4.578546474
1569701_at,2.791035859,2.593778579
1569703_a_at,3.772678099,3.89384509
1569706_at,2.40530073,2.343831717
1569709_at,3.635593107,3.712326398
1569712_at,2.153417803,2.262199608
1569713_at,4.143167744,4.186405323
1569714_at,4.535151513,4.383811903
1569716_at,2.510819979,2.581413248
1569719_at,2.125943193,2.162376826
1569721_at,2.364676142,2.454015628
1569722_s_at,2.70298612,2.793877202
1569723_a_at,2.652361935,2.681459177
1569724_at,3.391629143,3.465162467
1569727_at,3.913641062,4.042220919
1569728_at,2.99574143,3.14709141
1569729_a_at,2.222250551,2.22570504
1569730_at,3.554005579,3.666813047
1569731_at,2.636315543,2.623767154
1569732_at,3.539043868,3.607034361
1569736_at,2.992494349,3.053745897
1569737_a_at,3.780665356,3.877551216
1569738_at,4.156651602,4.149266834
1569739_at,3.980069037,3.899102525
1569740_at,2.478427473,2.443000665
1569741_at,3.213361087,3.203955927
1569743_at,3.045159163,3.117993441
1569745_at,4.869401938,4.966919436
1569746_s_at,3.047487784,3.004368385
1569748_at,3.204026052,3.343848161
1569750_at,3.564143558,3.517680492
1569751_at,3.689834321,3.755965309
1569753_at,2.49419989,2.468242537
1569755_at,2.352999116,2.31724507
1569756_at,2.212615902,2.253629344
1569758_at,3.997799163,4.007267712
1569759_at,2.776175699,2.849805397
1569760_at,2.271386226,2.291406471
1569761_x_at,2.516133279,2.659943572
1569763_at,4.080713891,4.050975774
1569764_at,2.460222586,2.447234111
1569765_at,5.594039673,5.60498289
1569767_at,4.775913294,4.746674352
1569768_at,2.173206905,2.307623482
1569770_x_at,2.307074433,2.316883517
1569772_x_at,2.24040915,2.256408875
1569773_at,2.56074895,2.566200874
1569775_at,4.097542244,4.146612757
1569776_at,3.584562002,3.687274703
1569777_a_at,2.506594982,2.506543786
1569779_at,2.416562334,2.433432054
1569780_at,2.543467948,2.527823474
1569781_at,2.78472587,2.803014686
1569782_at,2.984814837,2.99860887
1569783_at,2.23073288,2.293969349
1569784_at,2.353319798,2.364002149
1569785_at,2.517929714,2.632681944
1569786_at,2.812968807,2.892347462
1569787_at,2.973263514,2.993793023
1569788_at,3.432642465,3.64576065
1569789_at,3.034669729,3.025045489
1569790_at,2.214569312,2.278228444
1569791_at,3.888147315,3.737336117
1569792_a_at,3.523974721,3.233616704
1569793_at,4.704667446,4.794495573
1569794_at,2.721906428,2.606813423
1569796_s_at,2.778951871,2.912834506
1569802_at,2.657498796,2.728309419
1569805_at,3.717572415,3.805867676
1569806_at,3.386954582,3.405355858
1569807_at,4.536511337,4.534495877
1569808_at,2.254657465,2.258735952
1569809_at,2.343930587,2.412776521
1569810_at,2.173084395,2.167783541
1569811_at,2.272160964,2.318452927
1569812_at,2.452929328,2.466241492
1569813_at,3.049053717,3.18129249
1569815_x_at,2.921776212,3.103013278
1569816_at,2.81101393,2.790266929
1569817_at,2.667928198,2.687363176
1569818_at,2.177267323,2.167187874
1569819_at,2.311319162,2.314360781
1569823_at,2.262209446,2.231823899
1569824_at,3.089669645,3.12381317
1569826_at,2.757512349,2.792800998
1569827_at,5.272880122,5.099594139
1569828_at,3.250158344,3.297637194
1569830_at,3.862308256,3.584811239
1569831_at,2.28490135,2.314776918
1569832_at,3.275269846,3.315608529
1569833_at,2.98275482,3.027130105
1569834_at,5.657888444,5.727891692
1569835_at,2.35554469,2.368110936
1569838_at,4.088487066,4.147671127
1569839_s_at,3.464857027,3.582008209
1569840_at,2.660301354,2.613993059
1569841_x_at,3.085587181,3.167098955
1569842_at,2.97973823,3.042695829
1569843_at,2.5200758,2.54218779
1569846_at,2.846963453,2.873294051
1569847_at,3.433660151,3.445643249
1569849_at,2.906045844,2.934082788
1569850_at,2.325680031,2.34547479
1569852_at,3.451564356,3.525839681
1569853_at,2.351066761,2.348299853
1569854_at,5.04247741,4.732845095
1569855_at,3.306203339,3.41540308
1569856_at,7.417261872,7.798637038
1569857_s_at,5.532225466,5.666322485
1569858_at,2.334132115,2.407286783
1569859_at,2.749534884,2.920611025
1569861_at,2.460502681,2.513988425
1569864_at,5.087526279,5.16663588
1569867_at,4.151156224,4.160850787
1569868_s_at,6.160514215,6.233212675
1569871_at,6.023272943,6.110266159
1569872_a_at,3.46676418,3.550699336
1569873_at,2.19205668,2.162544531
1569874_s_at,2.543654234,2.537908715
1569876_at,2.919295419,2.992392974
1569878_at,2.551469075,2.570396192
1569879_a_at,5.165488921,5.141937275
1569881_at,2.243246484,2.284051154
1569882_at,3.249835845,3.266131199
1569885_at,2.644484186,2.696760323
1569886_a_at,2.170103671,2.108970828
1569887_a_at,4.438613257,4.566595167
1569891_at,3.706620707,3.858780745
1569892_at,2.37312541,2.308098709
1569894_at,2.727107679,2.729842046
1569895_at,5.618666931,5.653133737
1569898_a_at,4.364713613,4.27697155
1569900_at,3.038530575,3.038521342
1569904_x_at,3.007927718,2.991839097
1569905_at,4.626068084,4.640747034
1569906_s_at,4.885947107,4.975692305
1569909_at,3.490826031,3.479721471
1569910_at,2.707673638,2.813104021
1569911_at,3.462159136,3.60097256
1569912_at,3.601846764,3.469330477
1569915_at,3.867394389,3.824753905
1569916_at,2.170873628,2.176237854
1569917_at,2.624732816,2.711010195
1569921_at,2.491243576,2.487014347
1569923_s_at,2.688159496,2.712899457
1569925_at,3.863041829,3.943878761
1569926_s_at,3.112988757,3.269604426
1569927_at,2.465849016,2.401008171
1569929_at,2.479981449,2.414064904
1569930_at,3.599029606,3.595732435
1569931_at,2.741071005,2.769712506
1569932_at,3.595194902,3.670512463
1569933_at,4.538222479,4.668357989
1569934_at,2.132097839,2.13071996
1569935_at,4.484376515,4.48053353
1569936_a_at,3.070234584,3.169069039
1569937_at,3.047097151,3.067864777
1569938_at,2.332188623,2.430226435
1569940_at,3.872493053,3.491990654
1569941_at,2.121107098,2.131373579
1569942_at,2.303837601,2.441154648
1569944_at,3.119036604,3.093367139
1569947_at,3.147122616,2.960708163
1569948_at,2.486738661,2.555542273
1569949_at,5.632966527,5.680585532
1569952_x_at,3.483799187,3.659507238
1569953_at,2.932920758,3.011394302
1569954_at,3.197533233,3.02436774
1569955_at,2.28071683,2.355024916
1569956_at,2.193859189,2.187616841
1569958_at,2.779867262,2.409265378
1569959_at,3.729863613,3.691482296
1569960_at,2.944047784,2.879475081
1569961_at,4.637907726,4.657907027
1569962_at,3.346630077,3.441177026
1569963_at,4.723086551,4.881607588
1569969_a_at,2.126552924,2.16877793
1569971_at,2.293174485,2.363750565
1569973_at,6.65988361,6.757170121
1569974_x_at,6.043438965,6.126260299
1569975_at,2.838859894,2.79432485
1569978_x_at,3.286954435,3.25035173
1569979_at,3.00916459,3.041211942
1569980_x_at,3.085204132,3.17055727
1569981_at,2.121446171,2.103168671
1569983_at,2.507643767,2.465612215
1569986_x_at,4.688410063,4.799250765
1569987_at,2.879507507,2.885579441
1569988_at,2.324886555,2.449723433
1569990_at,3.758534593,3.58538159
1569991_at,3.983741961,4.084239846
1569995_at,2.16073302,2.218842603
1569996_at,3.679538536,3.687594328
1569998_at,2.49259285,2.44297813
1569999_at,3.006018346,3.025056257
1570001_at,2.371590053,2.429348656
1570005_at,2.624273977,2.633255434
1570006_at,2.627829501,2.575369188
1570007_at,3.606046062,3.773894303
1570008_at,2.51998173,2.430565362
1570009_at,2.187324691,2.232632342
1570013_at,3.524650835,3.518259527
1570014_at,2.962299624,3.049727067
1570015_at,2.363549578,2.378492358
1570020_at,2.693155082,2.641305017
1570021_at,2.737461763,2.567378884
1570022_at,2.235285978,2.23304964
1570023_at,2.342497598,2.372994072
1570024_at,2.527987161,2.54989077
1570025_at,4.426420596,4.509614896
1570026_at,3.563928567,3.665491808
1570030_at,2.23418199,2.302896354
1570031_at,2.356362701,2.427950028
1570032_at,3.10381857,3.070099379
1570033_at,2.948321537,3.01543663
1570035_at,3.385976999,3.521090929
1570038_at,3.426390942,3.532910411
1570039_at,2.384848071,2.303425555
1570040_at,3.442167798,3.464538487
1570042_a_at,4.519430221,4.545340361
1570043_at,2.830299015,2.849693214
1570044_at,3.327698066,3.421521888
1570046_at,2.151462903,2.186528885
1570048_at,2.635306019,2.681228251
1570049_at,2.713363824,2.786845995
1570050_at,2.396970552,2.505684852
1570051_at,2.992401128,2.970690585
1570052_at,2.684431911,2.73094741
1570054_at,2.943500307,2.89724387
1570055_at,6.173148498,6.245577705
1570057_x_at,3.743611086,3.828779243
1570058_at,3.137365388,3.299694816
1570061_at,2.913241437,3.042160782
1570064_at,3.380698405,3.517547235
1570065_at,4.702257005,4.687777229
1570068_at,3.656727912,3.675057756
1570070_at,5.623792114,5.689997838
1570071_at,4.16831835,4.259273894
1570076_at,2.210393291,2.211269802
1570078_a_at,5.870367664,5.788335706
1570080_at,2.335625454,2.227345785
1570082_x_at,2.987957332,3.002735164
1570084_at,3.246286672,3.347502252
1570085_at,4.008329949,4.028414701
1570087_at,2.783734503,2.802633595
1570089_at,2.886599904,2.879833007
1570090_at,3.97035839,4.010505216
1570093_at,3.062370165,3.109565256
1570098_at,2.438867768,2.446623098
1570099_at,2.184146657,2.359849395
1570100_at,2.784489617,2.813941173
1570101_at,2.246424134,2.231201622
1570102_at,2.857250849,2.885340549
1570103_at,2.671186904,2.575598269
1570105_at,4.22644144,4.228104698
1570106_at,3.109958371,3.164451225
1570107_at,3.464739884,3.535836297
1570108_at,4.413467747,4.512601372
1570110_at,3.259147043,3.332807998
1570111_at,2.360060196,2.312009099
1570114_at,2.344957935,2.330378144
1570115_at,2.546915521,2.606276788
1570116_at,2.600442002,2.590173882
1570117_at,2.321462849,2.277545312
1570119_at,2.346460545,2.299620412
1570120_at,2.785711952,2.802336871
1570121_at,2.440306869,2.530289326
1570122_at,2.400350455,2.458625774
1570123_at,3.393394955,3.451317172
1570124_at,4.009004813,3.910657525
1570125_at,2.534176256,2.567980936
1570126_at,3.060092715,3.109996186
1570127_at,2.747676489,2.858119166
1570128_at,2.685737752,2.748176623
1570130_at,2.717629695,2.863085466
