sonda,resistente_exp,sensible_exp
223268_at,7.406523848,6.686463304
223269_at,10.12596549,10.0335269
223270_at,8.209031245,8.042005525
223271_s_at,8.513773799,8.30683366
223272_s_at,8.780574828,8.756553682
223273_at,6.965184935,6.591081586
223274_at,6.328419598,6.635317059
223275_at,6.560056943,6.183112713
223276_at,7.948561229,8.144033993
223277_at,7.671356668,7.74066396
223278_at,2.574282112,2.40722
223279_s_at,4.947295359,4.818747191
223280_x_at,5.574837956,6.176159344
223281_s_at,6.602432848,6.641838087
223282_at,7.071691883,6.792038731
223283_s_at,4.762755221,4.483147144
223284_at,5.994009108,6.114759506
223285_s_at,4.698706437,4.909215718
223286_at,7.155854883,7.021683846
223287_s_at,7.927129093,7.948589376
223288_at,8.446838675,8.074849147
223289_s_at,8.371111171,8.531381816
223290_at,6.387774635,6.564734825
223291_at,5.663351829,5.706000705
223292_s_at,4.571066776,4.811283252
223293_at,4.354401716,4.28224874
223294_at,8.587059458,8.632454448
223295_s_at,9.016505783,8.977380511
223296_at,9.171803828,9.279594275
223297_at,8.300556836,8.128267824
223298_s_at,9.875361583,9.727881734
223299_at,8.494693284,8.424221485
223300_s_at,7.754495878,7.626346461
223301_s_at,7.202349403,7.060034713
223302_s_at,6.212512544,6.436811458
223303_at,8.046088568,8.08982495
223304_at,6.369315977,6.265280595
223305_at,7.455034106,7.395467059
223306_at,11.56975978,11.30164208
223307_at,7.385183677,7.531379804
223308_s_at,6.961938321,7.413952773
223309_x_at,6.919954648,7.439517411
223310_x_at,8.592037857,8.837489024
223311_s_at,5.151292705,5.207849937
223312_at,6.344122064,6.449797316
223313_s_at,4.227648513,4.194897634
223314_at,5.911454425,6.10111299
223315_at,2.261980679,2.2958325
223316_at,4.766430294,4.997699712
223317_at,3.235429281,3.339170166
223318_s_at,6.905185773,6.998214408
223319_at,6.911042742,6.779130822
223320_s_at,9.566783234,9.63095405
223321_s_at,5.644809919,5.741538841
223322_at,8.765760335,8.997809166
223323_x_at,5.078110478,5.143394832
223324_s_at,5.466311389,5.214632567
223325_at,7.504931783,8.004566302
223326_s_at,5.150642974,5.071048023
223327_x_at,6.667426879,6.425161123
223328_at,8.236409042,8.193806769
223329_x_at,10.39241331,10.36593593
223330_s_at,7.987966409,7.80944512
223331_s_at,8.210611828,8.276584294
223332_x_at,6.879699368,7.056501795
223333_s_at,5.06899646,5.147507359
223334_at,9.73088141,9.73383115
223335_at,9.015060756,8.680024522
223336_s_at,9.311362466,9.388237282
223337_at,7.814976529,7.911922485
223338_s_at,10.03875339,10.15181613
223339_at,7.132951461,7.403050035
223340_at,6.094015151,5.420219391
223341_s_at,4.103800767,3.897137812
223342_at,7.71230186,7.58683294
223343_at,5.082144752,5.465577724
223344_s_at,4.293740589,4.319860442
223345_at,5.138517514,5.194841695
223346_at,5.796978172,5.960642683
223347_at,6.517024652,6.5149952
223348_x_at,5.908182424,5.892637806
223349_s_at,3.313189162,3.389595741
223350_x_at,8.867193412,8.776070896
223351_at,6.203085702,5.653825582
223352_s_at,3.909183539,3.83663184
223353_at,5.635523978,5.547023378
223354_x_at,7.209900659,7.245718634
223355_at,5.116088741,5.247096457
223356_s_at,6.949581357,6.647115604
223357_s_at,2.345121551,2.350064255
223358_s_at,8.684475778,8.163011192
223359_s_at,3.737293951,3.670052299
223360_at,4.70229208,4.810491025
223361_at,10.38738111,10.18593578
223362_s_at,4.009095156,4.083053468
223363_at,9.203023254,9.294187196
223364_s_at,5.466048159,5.583037685
223365_at,6.653833301,6.762678502
223366_at,4.10686686,3.950943473
223367_at,6.928389021,6.867857813
223368_s_at,7.863974259,8.018415745
223369_at,6.914147788,7.145089038
223370_at,8.630097498,8.593931699
223371_s_at,3.64361345,3.630232407
223372_at,3.695303799,3.8947046
223373_s_at,6.519913111,6.617361027
223374_s_at,7.731009456,7.47619621
223375_at,6.106984572,6.283734427
223376_s_at,8.072957184,8.4518869
223377_x_at,6.86566038,6.487579869
223378_at,3.265757175,3.368314501
223379_s_at,5.182655094,5.246301071
223380_s_at,7.452795887,7.529965493
223381_at,8.351716865,8.404601498
223382_s_at,8.81414029,8.639593659
223383_at,7.014081,6.829308316
223384_s_at,7.552363238,6.997552863
223385_at,3.692620427,3.807739117
223386_at,6.99654674,6.561295794
223387_at,7.6664089,7.883454703
223388_s_at,4.152913971,4.329641306
223389_s_at,6.930227393,6.911023882
223390_at,5.632643514,5.674797895
223391_at,9.74084573,9.604051806
223392_s_at,3.895215756,3.900189373
223393_s_at,3.050118639,3.176481253
223394_at,5.942806509,6.070235141
223395_at,2.531580029,2.581615144
223396_at,8.047516879,7.935587817
223397_s_at,8.272773374,8.200377098
223398_at,7.389663042,7.564839809
223399_x_at,3.206682136,3.290937731
223400_s_at,3.068343405,2.843910217
223401_at,8.443126088,8.445394433
223402_at,8.537354998,8.619774289
223403_s_at,7.352939314,6.605599419
223404_s_at,5.992282106,5.272718943
223405_at,7.392948352,7.610483844
223406_x_at,8.068761539,8.093782773
223407_at,5.96277763,6.000455937
223408_s_at,5.877806005,6.020320098
223409_at,4.697134958,4.625274749
223410_s_at,4.496986592,4.688335882
223411_at,8.469823546,8.598475851
223412_at,6.417136986,5.840588149
223413_s_at,8.464854054,8.702935318
223414_s_at,7.828463071,7.817353613
223415_at,5.841308197,5.926663455
223416_at,10.88137186,11.0075884
223417_at,6.482376971,6.476083971
223418_x_at,6.475695645,6.347945585
223419_at,6.285603681,6.377078917
223420_at,7.609267295,7.467577989
223421_at,7.275824198,7.424639102
223422_s_at,3.583625175,3.594019062
223423_at,6.664368621,7.055272896
223424_s_at,6.826507957,6.506751991
223425_at,5.915070544,6.071981171
223426_s_at,3.90047093,3.992171924
223427_s_at,2.536015403,2.513427176
223428_s_at,5.988615035,6.238905351
223429_x_at,7.52790038,7.820803625
223430_at,6.204710311,6.132970459
223431_at,7.732690628,7.861068964
223432_at,5.576672578,5.656795657
223433_at,6.121948604,5.839452556
223434_at,5.873253861,5.304267738
223435_s_at,2.573997691,2.574726843
223436_s_at,6.524119469,6.589945319
223437_at,6.117377245,5.754097262
223438_s_at,4.338470089,4.028272732
223439_at,6.854305457,6.845317308
223440_at,6.624101379,6.7768635
223441_at,5.681646406,5.631436311
223442_at,7.301196421,7.263955452
223443_s_at,6.495007462,6.37509795
223444_at,7.643856073,7.374761431
223445_at,7.299619059,7.253468536
223446_s_at,6.175588722,6.225485503
223447_at,3.192755064,3.287016595
223448_x_at,9.691780536,9.814179283
223449_at,3.848826663,3.699557008
223450_s_at,6.86378613,6.875990005
223451_s_at,8.057436019,8.018198815
223452_s_at,6.748426267,7.026954333
223453_s_at,2.455467929,2.476547695
223454_at,4.759307686,5.268906096
223455_at,8.704103298,8.695170571
223456_s_at,4.714861741,4.733763288
223457_at,6.939516936,6.796809536
223458_at,5.002290329,5.07411287
223459_s_at,5.211342155,5.104779004
223460_at,6.254712708,6.360020782
223461_at,8.089968251,8.111969831
223462_at,5.507476334,5.571571772
223463_at,5.566123728,5.469575058
223464_at,5.363515026,5.451130064
223465_at,6.324482768,6.283475383
223466_x_at,7.105855163,7.196380022
223467_at,7.012623375,7.120517054
223468_s_at,4.793761653,4.619584351
223469_at,5.383258657,5.49451094
223470_at,6.145531104,5.418361636
223471_at,6.506188194,6.070369775
223472_at,6.368754814,6.270025757
223473_at,5.807332634,5.884099739
223474_at,9.884760787,9.58850048
223475_at,8.003060414,7.501718624
223476_s_at,4.802199156,4.680111124
223477_s_at,6.021518773,5.769012529
223478_at,5.63093901,5.694507457
223479_s_at,6.427531677,6.497012833
223480_s_at,10.58257582,10.68207714
223481_s_at,3.587139517,3.663529301
223482_at,5.696669687,5.699025776
223483_at,2.671760224,2.662469445
223484_at,3.735481641,4.477435539
223485_at,6.390818508,6.58604267
223486_at,8.366790264,8.409782227
223487_x_at,2.86991527,2.793604282
223488_s_at,5.959457375,6.015665261
223489_x_at,5.705846153,5.83675538
223490_s_at,6.469512273,6.031677702
223491_at,8.29976534,8.36167241
223492_s_at,7.202538871,7.283227786
223493_at,7.158481281,7.15539576
223494_at,9.045919461,9.164914818
223495_at,5.593594006,5.514855442
223496_s_at,3.373675809,3.310613127
223497_at,6.740424359,5.948083245
223498_at,5.568430271,5.589950743
223499_at,4.787926131,4.888568411
223500_at,3.227617315,2.878190548
223501_at,8.605145001,8.68807357
223502_s_at,8.58676074,8.772882819
223503_at,7.283346515,6.214019313
223504_at,6.442681282,6.087036217
223505_s_at,2.939013336,2.955391933
223506_at,8.091775141,8.081926511
223507_at,7.773441297,7.445422108
223508_at,4.904138311,4.866074091
223509_at,3.928759223,3.90497613
223510_at,4.098208111,4.139606151
223511_at,5.948956321,6.105144585
223512_at,6.517572483,6.600512221
223513_at,8.837642191,8.723920963
223514_at,7.095576362,7.176839384
223515_s_at,8.372996953,8.334337087
223516_s_at,10.15926191,10.30183626
223517_at,4.955942368,5.06228241
223518_at,6.955982665,7.261551822
223519_at,5.459457261,5.364928292
223520_s_at,6.674472057,6.80668452
223522_at,5.053098657,5.059195989
223523_at,3.203393653,3.257731699
223524_s_at,3.957185262,3.851537684
223525_at,6.262937856,6.359843985
223526_at,8.326829946,8.445832661
223527_s_at,8.735198654,8.947909145
223528_s_at,8.908277845,9.083722022
223529_at,4.200062055,4.2653898
223530_at,5.063001119,4.927964125
223531_x_at,7.686222125,7.49284753
223532_at,5.872883301,5.98651651
223533_at,7.075909302,7.457766809
223534_s_at,5.116534924,5.395110623
223535_at,4.716567006,4.01770333
223536_at,4.743387466,4.777081272
223537_s_at,3.47281698,3.634967204
223538_at,8.848562134,8.785327616
223539_s_at,6.390877514,6.362797773
223540_at,5.103228673,5.129759966
223541_at,2.971688569,3.126098366
223542_at,7.836049687,7.914981453
223543_at,4.762592907,4.858072031
223544_at,4.528105447,4.556572
223545_at,4.965909708,5.195882074
223546_x_at,7.523121875,7.556566291
223547_at,7.098262062,7.076214208
223548_at,6.324919381,6.286298102
223549_s_at,5.21009444,5.493992173
223550_s_at,3.139110007,3.318317866
223551_at,2.456425981,2.440024754
223552_at,4.059857543,4.142826315
223553_s_at,7.438621207,7.429722779
223554_s_at,6.571243927,6.566264775
223555_at,7.436502734,7.391463157
223556_at,8.391720279,8.203654254
223557_s_at,2.413350571,2.558903424
223558_at,5.387479272,5.341432618
223559_s_at,7.757665882,7.858293699
223560_s_at,6.875246003,7.003662559
223561_at,4.248641813,4.285514355
223562_at,7.728550754,7.604902273
223563_at,4.84333809,4.810846145
223564_s_at,4.681655335,4.689595282
223565_at,6.033791227,5.857471455
223566_s_at,6.458591886,6.556116202
223567_at,2.466094558,2.58565096
223568_s_at,6.88028962,6.63737029
223569_at,6.145170091,5.959455856
223570_at,7.327658051,7.272213823
223571_at,4.356384776,4.433545305
223572_at,3.835974424,3.899956496
223573_s_at,3.039502564,3.117610453
223574_x_at,4.171898453,4.208638402
223575_at,4.615003793,4.208571195
223576_at,6.365061508,6.209631322
223577_x_at,7.999311549,7.813508469
223578_x_at,7.397293354,7.287702688
223579_s_at,2.900446152,3.017820662
223580_at,5.423875973,5.139867378
223581_at,4.635802218,4.685481216
223582_at,4.126897424,4.197535834
223583_at,5.600307636,4.905478324
223584_s_at,7.468595464,7.8840853
223585_x_at,4.367638282,4.367625846
223586_at,5.051771723,4.711144814
223587_s_at,3.484705985,3.484037248
223588_at,3.123817175,2.717221282
223589_at,5.537987676,5.994797099
223590_at,8.10118829,8.034232642
223591_at,7.209100593,7.493595279
223592_s_at,8.749268113,8.946177792
223593_at,4.455118227,4.160348489
223594_at,4.807126012,4.595952587
223595_at,4.325954197,4.096206379
223596_at,6.902368027,6.883880291
223597_at,4.097019614,4.115907125
223598_at,10.84821357,11.16785658
223599_at,6.539338493,6.308137417
223600_s_at,4.400907052,4.499443667
223601_at,4.108930971,4.055468123
223602_at,7.001414647,7.029272354
223603_at,3.740577568,3.778919072
223604_at,3.252178117,3.269775882
223605_at,3.075278776,3.108108787
223606_x_at,7.342273734,7.052231824
223607_x_at,6.518490505,6.516721547
223608_at,6.505765133,6.849637344
223609_at,3.706283337,3.732068115
223610_at,6.136829324,6.303534461
223611_s_at,5.188802167,4.536109087
223612_s_at,4.749623841,4.693963643
223613_at,5.671342238,5.56163252
223614_at,2.539073837,2.515440995
223615_at,5.65485088,5.703419865
223616_at,3.030357188,3.018043933
223617_x_at,7.090772157,7.210942237
223618_at,2.357365136,2.404228641
223619_x_at,7.04130719,7.05340723
223620_at,2.753364561,2.764600544
223621_at,4.864665034,4.881107292
223622_s_at,5.918632786,6.125794878
223623_at,3.105807025,3.004722167
223624_at,4.238903818,4.046331423
223625_at,5.178536823,5.214416112
223626_x_at,6.854748574,6.980318832
223627_at,5.573953141,5.219694795
223628_at,3.698079523,3.771156931
223629_at,2.655957345,2.549946001
223630_at,4.861400502,4.802527806
223631_s_at,4.128351057,4.162869105
223632_s_at,3.456494156,3.464082872
223633_s_at,3.826372094,3.872350078
223634_at,4.131058739,4.130091248
223635_s_at,4.703553013,4.746140717
223636_at,4.497885516,4.226175799
223637_s_at,6.434683696,6.555065676
223638_at,5.295464977,5.199787576
223639_s_at,8.24040687,7.903942441
223640_at,6.632306287,6.985713248
223641_at,4.498155147,4.477544573
223642_at,2.434785747,2.472252991
223643_at,2.866877886,2.867088516
223644_s_at,5.278560205,5.288913159
223645_s_at,5.048394829,5.211262182
223646_s_at,5.611617411,5.674017826
223647_x_at,6.832234899,6.638156863
223648_s_at,3.239057466,3.278903643
223649_s_at,7.124341926,7.417419808
223650_s_at,6.968253031,7.24029105
223651_x_at,5.02110987,4.734247498
223652_at,2.941834303,2.984151328
223653_x_at,3.791774521,3.871290158
223654_s_at,2.995994829,3.129814938
223655_at,3.672663783,3.672096253
223656_s_at,6.493725997,6.458180059
223657_at,3.483167861,3.488381319
223658_at,4.146328349,3.86038377
223659_at,4.929812225,4.995149107
223660_at,2.876332724,2.765633959
223661_at,3.411107201,3.394434991
223662_x_at,7.620542459,7.582789181
223663_at,6.831149923,6.948411556
223664_x_at,6.680761316,6.817317407
223665_at,3.376995203,3.191159112
223666_at,7.759753537,7.90835841
223667_at,2.302935085,2.337231304
223668_at,4.394359013,4.424807436
223669_at,6.824979477,5.913553286
223670_s_at,5.604877564,5.056168041
223671_x_at,9.568199975,9.459353048
223672_at,2.37135554,2.362298704
223673_at,2.268147606,2.234012974
223674_s_at,3.543645142,3.596093176
223675_s_at,7.449798405,7.170457009
223676_at,5.230384736,5.253687343
223677_at,5.693075207,5.468512673
223678_s_at,3.009241936,3.082695865
223679_at,8.183948518,7.982949733
223680_at,5.080871665,4.918247599
223681_s_at,3.980057456,3.432031442
223682_s_at,5.661807092,5.737127185
223683_at,4.44377843,4.465977314
223684_s_at,5.639918324,5.809413019
223685_s_at,4.559916726,4.387370175
223686_at,4.220404708,4.041114131
223687_s_at,4.238897624,4.204107063
223688_s_at,2.470933494,2.484620897
223689_at,4.435732946,4.518744353
223690_at,4.057046669,4.032586078
223691_at,3.701612251,3.659046952
223692_at,2.909178321,2.843026601
223693_s_at,5.471678427,5.520606146
223694_at,3.977818575,4.297297966
223695_s_at,5.870250241,5.568881691
223696_at,5.153679631,4.860909103
223697_x_at,9.183116601,9.147146212
223698_at,5.450181131,4.455162645
223699_at,2.964948417,3.089803565
223700_at,6.66733759,6.679397629
223701_s_at,6.616057591,6.671716014
223702_x_at,4.919638242,5.089316021
223703_at,6.76854231,6.8345107
223704_s_at,2.36160342,2.404884032
223705_s_at,10.58087334,10.48053928
223706_at,4.228124905,4.272971808
223707_at,5.197953563,4.938085165
223708_at,4.337229525,4.428560439
223709_s_at,3.417753452,3.495756018
223710_at,2.955912947,3.065163202
223711_s_at,8.782868101,8.804528218
223712_at,7.505351916,7.093145295
223713_at,4.662726686,4.764141823
223714_at,7.704636176,8.073687224
223715_at,4.290154135,4.411599198
223716_s_at,11.10767472,10.85809248
223717_s_at,6.383213727,6.242694589
223718_at,5.57502795,5.419979667
223719_s_at,4.106234807,4.151239258
223720_at,2.996861689,3.076554892
223721_s_at,5.77883252,5.85278182
223722_at,7.004304058,7.077732255
223723_at,4.111245562,4.092825293
223724_s_at,6.290373872,6.374172119
223725_at,3.608674803,3.729214426
223726_at,5.223230456,5.300261235
223727_at,4.193248092,4.184887798
223728_at,6.088650431,5.97066196
223729_at,4.816638268,4.887014378
223730_at,3.769238233,3.856542787
223731_at,4.678278688,4.678162462
223732_at,3.382036392,3.317490169
223733_s_at,5.874338364,5.877101676
223734_at,3.094525128,3.006697128
223735_at,3.382432654,3.089615632
223736_at,3.588977398,3.616640548
223737_x_at,2.438206568,2.48855163
223738_s_at,7.984833789,7.933677732
223739_at,2.788113457,2.9534491
223740_at,4.907564192,4.81722684
223741_s_at,6.438487272,6.358148648
223742_at,5.487065505,5.521434257
223743_s_at,6.968587406,7.147189241
223744_s_at,4.703683294,4.776887038
223745_at,4.303283021,4.386894831
223746_at,7.970277522,7.521168741
223747_x_at,5.138504121,5.209147024
223748_at,3.439028401,3.557751729
223749_at,3.15643489,3.275909194
223750_s_at,2.712481595,2.678920364
223751_x_at,3.038818789,3.033218937
223752_at,3.655350437,3.674315831
223753_s_at,2.779574737,2.87870065
223754_at,7.438149069,7.396914014
223755_at,3.845527096,3.922858639
223756_at,3.782151069,3.935672826
223757_at,3.918477118,4.055932102
223758_s_at,6.241197621,5.961266966
223759_s_at,5.59249425,6.053139776
223760_s_at,4.771102497,4.881573868
223761_at,3.538866595,3.518063325
223762_at,3.192161467,3.309459643
223763_at,4.975519167,5.098297036
223764_x_at,6.892930567,6.159144142
223765_s_at,3.995324628,4.225430165
223766_at,7.852570074,8.038101416
223767_at,3.464170517,3.636326782
223768_at,4.358900451,4.584056998
223769_x_at,6.758375603,6.939780823
223770_x_at,5.947753708,5.961438033
223771_at,3.469991655,3.408195725
223772_s_at,3.839060605,3.407150668
223773_s_at,9.775749648,9.448696903
223774_at,6.666196909,6.429991447
223775_at,2.311256341,2.265594294
223776_x_at,7.576773021,7.614008657
223777_at,6.21275087,6.212438366
223778_at,4.516376753,4.699748035
223779_at,4.381523157,4.494758859
223780_s_at,6.932278639,7.534589485
223781_x_at,6.482245412,6.393257005
223782_s_at,2.753669654,2.779997032
223783_s_at,3.700457893,3.737719077
223784_at,3.04926061,2.827265754
223785_at,5.843038564,6.01737831
223786_at,3.822884045,3.884256403
223787_s_at,5.767962122,6.197989624
223788_at,5.415671288,5.370096286
223789_s_at,3.780136598,3.850120965
223790_at,4.794792136,4.633148811
223791_at,4.241549765,4.173110916
223792_at,4.680604021,4.475444967
223793_at,5.107103697,5.158889548
223794_at,3.369083132,3.274679523
223795_at,5.280472735,5.303923441
223796_at,2.402246952,2.43394093
223797_at,8.171373627,7.687846839
223798_at,3.15708506,3.382642421
223799_at,3.084348014,3.163909907
223800_s_at,6.190499831,6.603093898
223801_s_at,5.251063345,5.207837424
223802_s_at,9.110963439,8.66016782
223803_s_at,6.554407475,6.765270853
223804_s_at,8.512017795,8.654029227
223805_at,4.913282108,5.398603572
223806_s_at,5.480341761,5.585155106
223807_at,4.005342805,4.118696355
223808_s_at,8.609193123,8.719206003
223809_at,7.796642823,6.949838286
223810_at,2.266415155,2.261073115
223811_s_at,6.5837261,6.899173955
223812_at,5.391193658,5.63163713
223813_at,3.299846223,3.222590204
223814_at,4.765300744,4.239319495
223815_at,3.713030743,3.607829452
223816_at,3.703909625,3.668585378
223817_at,2.483069121,2.552577212
223818_s_at,4.699803175,4.803311679
223819_x_at,6.029445868,6.006254187
223820_at,3.69871242,3.684524437
223821_s_at,2.947381588,2.943214065
223822_at,2.819154033,2.73244057
223823_at,2.146615493,2.219258331
223824_at,6.517083959,6.501896585
223825_at,3.003871642,2.80070653
223826_s_at,3.395985776,3.279659586
223827_at,2.900736603,2.911554629
223828_s_at,5.861411537,5.916138882
223829_at,2.706667217,2.742850536
223830_s_at,3.027243774,3.14299176
223831_x_at,7.064198024,7.29713941
223832_s_at,3.851359746,3.974852387
223833_at,6.06546876,6.069925835
223834_at,5.215040295,5.172169129
223835_x_at,2.942402155,2.954996701
223836_at,2.721313769,2.832524202
223837_at,2.958268358,3.073292454
223838_at,3.295096821,2.881233822
223839_s_at,6.533835537,6.410504157
223840_s_at,2.744651473,2.78924052
223841_s_at,2.365258392,2.404142582
223842_s_at,3.669288186,3.649409475
223843_at,2.52742028,2.573618449
223844_at,3.898996275,3.926742026
223845_at,4.411524897,4.513766286
223846_at,5.032506997,5.351014739
223847_s_at,6.402445085,6.365685242
223848_at,4.68168951,4.71625152
223849_s_at,5.609256717,5.69487864
223850_at,3.877659415,3.925221516
223851_s_at,4.01699109,3.997602054
223852_s_at,6.064914535,6.089984225
223853_at,2.53539094,2.601787364
223854_at,1.99971513,2.100039899
223855_s_at,3.156994759,3.263480799
223856_at,6.284330745,6.414706933
223857_x_at,9.99507457,10.1188064
223858_at,4.857121122,4.921927645
223859_at,3.514149411,3.619532082
223860_at,2.983081809,2.911823375
223861_at,2.449285329,2.356777898
223862_at,4.831991086,4.923844949
223863_at,2.465501459,2.47372658
223864_at,2.71914349,2.692428193
223865_at,3.173965745,3.203204711
223866_at,2.837094785,2.669278155
223867_at,2.559888404,2.702601736
223868_s_at,4.778489855,4.847033574
223869_at,2.464523354,2.556176729
223870_at,3.97213552,4.038729081
223871_x_at,5.649194944,5.853181111
223872_at,2.83221096,2.892719527
223873_s_at,2.413930843,2.461726136
223874_at,4.955054224,5.04972133
223875_s_at,4.874138971,5.218367247
223876_at,4.660607769,4.526641408
223877_at,3.092350987,3.102760928
223878_at,3.409442133,3.054226828
223879_s_at,4.610116335,4.616511867
223880_x_at,10.76041588,10.74964205
223881_at,4.560396483,4.535380672
223882_at,4.480091476,4.391629838
223883_s_at,3.000095097,2.930443748
223884_at,5.166509421,5.181605266
223885_at,5.201083369,4.433081764
223886_s_at,7.256978288,6.855921875
223887_at,3.551381819,3.757632464
223888_s_at,6.200362843,5.864448541
223889_at,3.574097425,3.646989518
223890_at,3.128802362,3.157870822
223891_at,3.251727529,3.219803004
223892_s_at,10.20760315,10.05662214
223893_at,3.139106349,3.351092188
223894_s_at,3.969671262,3.83865609
223895_s_at,3.180827714,3.215324821
223896_at,3.012640711,3.050590553
223897_at,3.559581002,3.472730128
223898_at,6.286298,5.968833709
223899_at,3.257567078,3.323726246
223900_s_at,3.108255197,3.1137486
223901_at,3.702482835,3.771888548
223902_at,3.388595637,3.337826431
223903_at,4.348225764,4.292978634
223904_at,4.26421994,4.241063129
223905_at,4.123509287,4.222529008
223906_s_at,4.38075556,4.363633116
223907_s_at,6.792673225,6.905267865
223908_at,6.91231885,6.988922594
223909_s_at,6.698084185,6.623613568
223910_at,5.315819652,5.411174396
223911_at,4.689986192,4.863935462
223912_s_at,5.808556575,5.725990235
223913_s_at,3.477609418,3.546294245
223915_at,7.815248899,8.05595655
223916_s_at,5.408557078,5.572857138
223917_s_at,9.073194018,9.076463979
223918_at,2.5608061,2.529141812
223919_at,3.845175499,3.943083152
223920_s_at,3.499707407,3.659293085
223921_s_at,5.811067322,5.793192535
223922_x_at,5.932627377,6.28646905
223923_at,5.253270071,5.415992042
223924_at,3.463267641,3.560740162
223925_s_at,3.447681953,3.431188872
223926_at,3.097325967,3.11315215
223927_at,4.128599117,4.163121426
223928_s_at,2.64153672,2.650977436
223929_s_at,4.845909371,4.755943699
223930_at,3.989825443,3.584884689
223931_s_at,6.537044392,6.518920855
223932_at,5.055818574,5.031377011
223933_at,3.198613185,3.300741988
223934_at,5.003932308,5.091989726
223935_at,4.617427703,4.780479065
223936_s_at,5.242948639,5.247497349
223937_at,6.154218761,5.844549747
223938_at,3.635710768,3.704446375
223939_at,4.251442455,4.126760011
223940_x_at,10.77337966,10.47181268
223941_at,4.716775014,4.807922706
223942_x_at,4.270941496,4.367435766
223943_s_at,4.318726077,4.379633193
223944_at,5.021389781,5.222307465
223945_x_at,6.984302613,7.293175185
223946_at,6.852635543,7.392992808
223947_s_at,7.10509434,7.22609322
223948_s_at,5.288145131,5.50806802
223949_at,2.699172804,2.803718874
223950_s_at,6.275563592,6.347742135
223951_at,2.951018127,2.914300994
223952_x_at,5.698221742,4.917114608
223953_s_at,3.696590699,3.662566873
223954_x_at,5.626691234,5.740112909
223955_at,3.152658758,3.146849345
223956_at,5.156438346,5.21165266
223957_at,4.15792762,4.229358987
223958_s_at,3.006474563,3.0965317
223959_at,2.890740202,2.832807031
223960_s_at,6.788830399,6.672519977
223961_s_at,5.372709721,5.200803528
223962_at,2.793135473,2.864386408
223963_s_at,4.119104795,4.238487623
223964_x_at,6.451318918,6.584697547
223965_at,2.595541935,2.697820115
223966_at,2.347263832,2.398350071
223967_at,5.58832559,5.695238647
223968_at,4.337623059,4.398324179
223969_s_at,3.300137078,3.354029979
223970_at,2.743722566,2.836913388
223971_at,4.384923643,4.414715187
223973_at,2.734104657,2.769500725
223974_at,3.821303924,3.656294146
223975_at,3.291189291,3.306701796
223976_at,3.115054892,3.181562071
223977_s_at,2.448834615,2.593876227
223978_s_at,9.317360179,9.313891173
223979_x_at,5.265312483,5.333047433
223980_s_at,6.322027248,6.356943781
223981_at,4.929450337,4.877823394
223982_s_at,8.54759635,8.713758929
223983_s_at,6.567435204,6.319071762
223984_s_at,2.922814632,2.923433806
223985_at,2.780463417,2.575350096
223986_x_at,2.791607907,2.893529069
223987_at,4.200806247,4.219733177
223988_x_at,9.195516106,9.285747321
223989_s_at,7.906300493,7.961410607
223990_at,3.147756466,3.20344878
223991_s_at,6.842528656,6.865390555
223992_x_at,5.877514903,5.977753334
223993_s_at,9.016534208,9.241466037
223994_s_at,4.658677485,4.73285637
223995_at,3.663846919,3.692180507
223996_s_at,6.835440254,6.828354677
223997_at,5.280213384,5.988411204
223998_at,2.892263417,3.01335599
223999_at,4.144811003,4.154221053
224000_at,4.168423378,4.33016903
224001_at,5.132286695,5.27298822
224002_s_at,5.755126454,5.59634857
224003_at,4.881259033,5.111881043
224004_at,3.042865821,3.050986286
224005_at,4.093661117,3.986984732
224006_at,3.099381698,3.271185348
224007_at,2.436065912,2.503807768
224008_s_at,3.738851899,3.950326463
224009_x_at,5.616262048,4.873690775
224010_at,3.13516735,3.267843925
224011_at,4.219041873,4.20767079
224012_at,2.326426776,2.335673649
224013_s_at,2.700689153,2.742792657
224014_at,5.630165094,5.781500566
224015_s_at,7.131236254,7.13615195
224016_at,3.919501968,3.818951299
224017_at,2.160159038,2.111262286
224018_s_at,4.114160386,4.080408034
224019_at,2.984086021,3.05533482
224020_at,2.688877895,2.711729012
224021_at,2.181383818,2.247162627
224022_x_at,2.315280273,2.342722507
224023_s_at,4.428369451,4.597999172
224024_at,2.459332228,2.350198951
224025_s_at,7.036198284,7.22750516
224026_at,2.552398838,2.706621084
224027_at,4.63563609,4.734597243
224028_at,2.295903744,2.342321886
224029_x_at,2.273432965,2.260167503
224030_s_at,3.334252949,3.326203989
224031_at,3.199820089,3.290537773
224032_x_at,4.397582379,4.404686443
224033_at,2.525173507,2.539428188
224034_at,2.413292727,2.470487167
224035_s_at,3.870294463,4.062280824
224036_s_at,4.109845026,3.516901848
224037_at,2.651178961,2.521040408
224038_at,2.725234762,2.918526708
224039_at,4.64645222,4.699243794
224040_at,3.536972235,3.539384242
224041_at,3.773783849,3.828528456
224042_at,3.733347874,3.768440169
224043_s_at,2.736896371,2.79532548
224044_at,2.688090526,2.657152342
224045_x_at,2.272251408,2.405008266
224046_s_at,3.917764408,3.658153608
224047_at,2.913845626,2.957415231
224048_at,2.844729174,2.796683218
224049_at,6.845504697,6.325632853
224050_s_at,2.515694318,2.513475374
224051_at,3.998026341,3.993938513
224052_at,2.896346826,2.92149451
224053_s_at,4.16233839,4.17699184
224054_at,3.508538774,3.557346227
224055_x_at,4.728355715,4.897465949
